tool , nthreads , size , repetitions , usec
Pthreads ,1 ,10000 ,2000 ,68692 
Pthreads ,1 ,10000 ,2000 ,69597 
Pthreads ,1 ,10000 ,2000 ,68471 
Pthreads ,1 ,10000 ,2000 ,69240 
Pthreads ,1 ,10000 ,2000 ,69428 
Pthreads ,1 ,10000 ,2000 ,69298 
Pthreads ,1 ,10000 ,2000 ,69339 
Pthreads ,1 ,10000 ,2000 ,68639 
Pthreads ,1 ,10000 ,2000 ,68814 
Pthreads ,1 ,10000 ,2000 ,69064 
Pthreads ,1 ,10000 ,2000 ,68950 
Pthreads ,1 ,10000 ,2000 ,69730 
Pthreads ,1 ,10000 ,2000 ,70490 
Pthreads ,1 ,10000 ,2000 ,69123 
Pthreads ,1 ,10000 ,2000 ,68928 
Pthreads ,1 ,10000 ,2000 ,68523 
Pthreads ,1 ,10000 ,2000 ,69015 
Pthreads ,1 ,10000 ,2000 ,68912 
Pthreads ,1 ,10000 ,2000 ,69133 
Pthreads ,1 ,10000 ,2000 ,68598 
Pthreads ,2 ,50002000 ,37302 
Pthreads ,2 ,50002000 ,43856 
Pthreads ,2 ,50002000 ,36998 
Pthreads ,2 ,50002000 ,37009 
Pthreads ,2 ,50002000 ,37132 
Pthreads ,2 ,50002000 ,37071 
Pthreads ,2 ,50002000 ,45003 
Pthreads ,2 ,50002000 ,43152 
Pthreads ,2 ,50002000 ,42710 
Pthreads ,2 ,50002000 ,37072 
Pthreads ,2 ,50002000 ,56341 
Pthreads ,2 ,50002000 ,43070 
Pthreads ,2 ,50002000 ,45939 
Pthreads ,2 ,50002000 ,54542 
Pthreads ,2 ,50002000 ,36947 
Pthreads ,2 ,50002000 ,37045 
Pthreads ,2 ,50002000 ,36929 
Pthreads ,2 ,50002000 ,37010 
Pthreads ,2 ,50002000 ,37014 
Pthreads ,2 ,50002000 ,36933 
Pthreads ,4 ,25002000 ,31022 
Pthreads ,4 ,25002000 ,31100 
Pthreads ,4 ,25002000 ,31352 
Pthreads ,4 ,25002000 ,31731 
Pthreads ,4 ,25002000 ,31082 
Pthreads ,4 ,25002000 ,31005 
Pthreads ,4 ,25002000 ,31274 
Pthreads ,4 ,25002000 ,31383 
Pthreads ,4 ,25002000 ,31050 
Pthreads ,4 ,25002000 ,31545 
Pthreads ,4 ,25002000 ,31258 
Pthreads ,4 ,25002000 ,31181 
Pthreads ,4 ,25002000 ,31549 
Pthreads ,4 ,25002000 ,31585 
Pthreads ,4 ,25002000 ,31676 
Pthreads ,4 ,25002000 ,31633 
Pthreads ,4 ,25002000 ,31699 
Pthreads ,4 ,25002000 ,31597 
Pthreads ,4 ,25002000 ,31546 
Pthreads ,4 ,25002000 ,31587 
Pthreads ,1 ,1000002000 ,674371 , 
Pthreads ,1 ,1000002000 ,677388 , 
Pthreads ,1 ,1000002000 ,676657 , 
Pthreads ,1 ,1000002000 ,676148 , 
Pthreads ,1 ,1000002000 ,677504 , 
Pthreads ,1 ,1000002000 ,676496 , 
Pthreads ,1 ,1000002000 ,675387 , 
Pthreads ,1 ,1000002000 ,675624 , 
Pthreads ,1 ,1000002000 ,675648 , 
Pthreads ,1 ,1000002000 ,676415 , 
Pthreads ,1 ,1000002000 ,675091 , 
Pthreads ,1 ,1000002000 ,675893 , 
Pthreads ,1 ,1000002000 ,675403 , 
Pthreads ,1 ,1000002000 ,680504 , 
Pthreads ,1 ,1000002000 ,679209 , 
Pthreads ,1 ,1000002000 ,680354 , 
Pthreads ,1 ,1000002000 ,679262 , 
Pthreads ,1 ,1000002000 ,679897 , 
Pthreads ,1 ,1000002000 ,683401 , 
Pthreads ,1 ,1000002000 ,678110 , 
Pthreads ,2 ,50000 ,2000 ,371997 , 
Pthreads ,2 ,50000 ,2000 ,371551 , 
Pthreads ,2 ,50000 ,2000 ,364623 , 
Pthreads ,2 ,50000 ,2000 ,366337 , 
Pthreads ,2 ,50000 ,2000 ,366660 , 
Pthreads ,2 ,50000 ,2000 ,370407 , 
Pthreads ,2 ,50000 ,2000 ,364990 , 
Pthreads ,2 ,50000 ,2000 ,381670 , 
Pthreads ,2 ,50000 ,2000 ,364340 , 
Pthreads ,2 ,50000 ,2000 ,373945 , 
Pthreads ,2 ,50000 ,2000 ,369837 , 
Pthreads ,2 ,50000 ,2000 ,366123 , 
Pthreads ,2 ,50000 ,2000 ,366525 , 
Pthreads ,2 ,50000 ,2000 ,365194 , 
Pthreads ,2 ,50000 ,2000 ,366070 , 
Pthreads ,2 ,50000 ,2000 ,364377 , 
Pthreads ,2 ,50000 ,2000 ,367968 , 
Pthreads ,2 ,50000 ,2000 ,365874 , 
Pthreads ,2 ,50000 ,2000 ,365798 , 
Pthreads ,2 ,50000 ,2000 ,366381 , 
Pthreads ,4 ,25000 ,2000 ,306542 , 
Pthreads ,4 ,25000 ,2000 ,304377 , 
Pthreads ,4 ,25000 ,2000 ,303026 , 
Pthreads ,4 ,25000 ,2000 ,304557 , 
Pthreads ,4 ,25000 ,2000 ,308593 , 
Pthreads ,4 ,25000 ,2000 ,305448 , 
Pthreads ,4 ,25000 ,2000 ,303525 , 
Pthreads ,4 ,25000 ,2000 ,305087 , 
Pthreads ,4 ,25000 ,2000 ,303148 , 
Pthreads ,4 ,25000 ,2000 ,304741 , 
Pthreads ,4 ,25000 ,2000 ,303216 , 
Pthreads ,4 ,25000 ,2000 ,304831 , 
Pthreads ,4 ,25000 ,2000 ,303178 , 
Pthreads ,4 ,25000 ,2000 ,304432 , 
Pthreads ,4 ,25000 ,2000 ,303512 , 
Pthreads ,4 ,25000 ,2000 ,304012 , 
Pthreads ,4 ,25000 ,2000 ,302016 , 
Pthreads ,4 ,25000 ,2000 ,304340 , 
Pthreads ,4 ,25000 ,2000 ,303266 , 
Pthreads ,4 ,25000 ,2000 ,305235 , 
Pthreads ,1 ,1000000 ,2000 ,6996014 
Pthreads ,1 ,1000000 ,2000 ,6997253 
Pthreads ,1 ,1000000 ,2000 ,7008093 
Pthreads ,1 ,1000000 ,2000 ,7003475 
Pthreads ,1 ,1000000 ,2000 ,6995894 
Pthreads ,1 ,1000000 ,2000 ,7000158 
Pthreads ,1 ,1000000 ,2000 ,6991244 
Pthreads ,1 ,1000000 ,2000 ,6993631 
Pthreads ,1 ,1000000 ,2000 ,6999368 
Pthreads ,1 ,1000000 ,2000 ,7007434 
Pthreads ,1 ,1000000 ,2000 ,7013366 
Pthreads ,1 ,1000000 ,2000 ,7005212 
Pthreads ,1 ,1000000 ,2000 ,6995749 
Pthreads ,1 ,1000000 ,2000 ,7563924 
Pthreads ,1 ,1000000 ,2000 ,7129768 
Pthreads ,1 ,1000000 ,2000 ,7377141 
Pthreads ,1 ,1000000 ,2000 ,7346167 
Pthreads ,1 ,1000000 ,2000 ,7897820 
Pthreads ,1 ,1000000 ,2000 ,7403941 
Pthreads ,1 ,1000000 ,2000 ,7304867 
Pthreads ,2 ,5000002000 ,3966552 
Pthreads ,2 ,5000002000 ,3846468 
Pthreads ,2 ,5000002000 ,3839085 
Pthreads ,2 ,5000002000 ,3914232 
Pthreads ,2 ,5000002000 ,4117865 
Pthreads ,2 ,5000002000 ,3921693 
Pthreads ,2 ,5000002000 ,4109050 
Pthreads ,2 ,5000002000 ,4526782 
Pthreads ,2 ,5000002000 ,4245770 
Pthreads ,2 ,5000002000 ,4075704 
Pthreads ,2 ,5000002000 ,3853139 
Pthreads ,2 ,5000002000 ,3846451 
Pthreads ,2 ,5000002000 ,3837234 
Pthreads ,2 ,5000002000 ,3845685 
Pthreads ,2 ,5000002000 ,3856760 
Pthreads ,2 ,5000002000 ,4029649 
Pthreads ,2 ,5000002000 ,4065527 
Pthreads ,2 ,5000002000 ,3848713 
Pthreads ,2 ,5000002000 ,3841957 
Pthreads ,2 ,5000002000 ,3862479 
Pthreads ,4 ,2500002000 ,3216137 
Pthreads ,4 ,2500002000 ,3190962 
Pthreads ,4 ,2500002000 ,3190404 
Pthreads ,4 ,2500002000 ,3187998 
Pthreads ,4 ,2500002000 ,3212063 
Pthreads ,4 ,2500002000 ,3188144 
Pthreads ,4 ,2500002000 ,3182490 
Pthreads ,4 ,2500002000 ,3178730 
Pthreads ,4 ,2500002000 ,3186744 
Pthreads ,4 ,2500002000 ,3189049 
Pthreads ,4 ,2500002000 ,3201667 
Pthreads ,4 ,2500002000 ,3182014 
Pthreads ,4 ,2500002000 ,3188622 
Pthreads ,4 ,2500002000 ,3191680 
Pthreads ,4 ,2500002000 ,3190974 
Pthreads ,4 ,2500002000 ,3181578 
Pthreads ,4 ,2500002000 ,3372279 
Pthreads ,4 ,2500002000 ,3183886 
Pthreads ,4 ,2500002000 ,3191434 
Pthreads ,4 ,2500002000 ,3178726 
Pthreads ,1 ,10000 ,3000 ,102909 , 
Pthreads ,1 ,10000 ,3000 ,102262 , 
Pthreads ,1 ,10000 ,3000 ,102808 , 
Pthreads ,1 ,10000 ,3000 ,102599 , 
Pthreads ,1 ,10000 ,3000 ,102522 , 
Pthreads ,1 ,10000 ,3000 ,103355 , 
Pthreads ,1 ,10000 ,3000 ,102483 , 
Pthreads ,1 ,10000 ,3000 ,102508 , 
Pthreads ,1 ,10000 ,3000 ,102473 , 
Pthreads ,1 ,10000 ,3000 ,102313 , 
Pthreads ,1 ,10000 ,3000 ,103438 , 
Pthreads ,1 ,10000 ,3000 ,103681 , 
Pthreads ,1 ,10000 ,3000 ,103290 , 
Pthreads ,1 ,10000 ,3000 ,102784 , 
Pthreads ,1 ,10000 ,3000 ,102265 , 
Pthreads ,1 ,10000 ,3000 ,102067 , 
Pthreads ,1 ,10000 ,3000 ,102894 , 
Pthreads ,1 ,10000 ,3000 ,102271 , 
Pthreads ,1 ,10000 ,3000 ,102385 , 
Pthreads ,1 ,10000 ,3000 ,102082 , 
Pthreads ,2 ,50003000 ,55016 
Pthreads ,2 ,50003000 ,55032 
Pthreads ,2 ,50003000 ,55197 
Pthreads ,2 ,50003000 ,61869 
Pthreads ,2 ,50003000 ,55259 
Pthreads ,2 ,50003000 ,55075 
Pthreads ,2 ,50003000 ,55318 
Pthreads ,2 ,50003000 ,54939 
Pthreads ,2 ,50003000 ,55584 
Pthreads ,2 ,50003000 ,60222 
Pthreads ,2 ,50003000 ,60235 
Pthreads ,2 ,50003000 ,55243 
Pthreads ,2 ,50003000 ,55161 
Pthreads ,2 ,50003000 ,55484 
Pthreads ,2 ,50003000 ,55038 
Pthreads ,2 ,50003000 ,58798 
Pthreads ,2 ,50003000 ,59941 
Pthreads ,2 ,50003000 ,60431 
Pthreads ,2 ,50003000 ,58923 
Pthreads ,2 ,50003000 ,55302 
Pthreads ,4 ,25003000 ,45832 
Pthreads ,4 ,25003000 ,46406 
Pthreads ,4 ,25003000 ,46039 
Pthreads ,4 ,25003000 ,46068 
Pthreads ,4 ,25003000 ,46341 
Pthreads ,4 ,25003000 ,46630 
Pthreads ,4 ,25003000 ,46130 
Pthreads ,4 ,25003000 ,46389 
Pthreads ,4 ,25003000 ,46345 
Pthreads ,4 ,25003000 ,46132 
Pthreads ,4 ,25003000 ,46295 
Pthreads ,4 ,25003000 ,46462 
Pthreads ,4 ,25003000 ,46322 
Pthreads ,4 ,25003000 ,46221 
Pthreads ,4 ,25003000 ,46198 
Pthreads ,4 ,25003000 ,46302 
Pthreads ,4 ,25003000 ,46143 
Pthreads ,4 ,25003000 ,46344 
Pthreads ,4 ,25003000 ,46757 
Pthreads ,4 ,25003000 ,47156 
Pthreads ,1 ,1000003000 ,1013803 
Pthreads ,1 ,1000003000 ,1013310 
Pthreads ,1 ,1000003000 ,1016077 
Pthreads ,1 ,1000003000 ,1011688 
Pthreads ,1 ,1000003000 ,1012925 
Pthreads ,1 ,1000003000 ,1013605 
Pthreads ,1 ,1000003000 ,1010486 
Pthreads ,1 ,1000003000 ,1013782 
Pthreads ,1 ,1000003000 ,1015566 
Pthreads ,1 ,1000003000 ,1013001 
